country,description,designation,points,price,province,region,variety,winery
US,"A bold and brawny wine from a relatively cool appellation, this red satisfies with its commingling of violet, meat and leathery black pepper aromas. Despite its brambly depth and concentration, it allows for a satisfying twist of freshness on the finish.",Landsman,93,40.0,California,Bennett Valley, SYRAH,Covenant
Italy,"A blend of equal parts of Merlot, Syrah, Cabernet Sauvignon and Sangiovese, this opens with mature blackberry, cedar and underbrush aromas. The juicy, creamy palate delivers black cherry, black currant, mint and tobacco flavors, with velvety tannins and a long finish. Enjoy through 2028.",Piastraia,93,70.0,Tuscany,Bolgheri Superiore,red  blend,Michele Satta
US,"This is a bold wine with aromas like Concord grapes, and flavors so ripe they are almost jammy, but it also has lively acidity and moderate tannins to keep the texture fresh. There is little oak flavor to get in the way of the pure expression of the grapes.",,88,30.0,California,Shenandoah Valley (CA), SYRAH,Wilderotter
US,"Light peach and apricot aromas meet richer, riper pear and vanilla flavors and a creamy texture for a medium-bodied, palate-pleasing taste.",,88,15.0,California,California,CHARDONNAY ,Josh Cellars
France,This wine is ripe with generous strawberry flavors and perfumed acidity. A smoky edge accompanies tastes of red cherry. The wine is rounded and light with attractive final acidity.,Beauregard Premier Cru,88,63.0,Burgundy,Santenay,pinot  noir,Chanson Père et Fils
France,"A real evocation of fresh, crisp and crunchy apple delivers freshness and punch on the easy-drinking but fresh, clean and joyful palate. Drink this soon, if possible at a summer party where this slender wine will come into its refreshing own.",,88,18.0,Alsace,Alsace,Riesling ,Famille Hauller
US,"Longtime value producer Firesteed has another winner. This pretty Pinot shows excellent ripeness and full-bodied fruit flavor, thanks to the southern-Oregon components. Strawberries and tart raspberries come through cleanly, with a touch of cola in the aftertaste.",,88,17.0,Oregon,Oregon,Pinot  noir,Firesteed
France,"Soft, gentle and generous cherry notes color the nose and light palate. This is pliable and has pleasant edges of peppery, tingling spice and freshness.",Trois Chateaux,88,36.0,Alsace,Alsace,Pinot  noir,Kuentz-Bas
US,"No longer an oddity, making a white wine out of Pinot Noir creates a most useful alternative to Chardonnay. Apples and white peaches abound, with a full, creamy mouthfeel. It's round and fresh with a pleasing sprinkle of cinnamon spice.",White,88,24.0,Oregon,Willamette Valley, pinot noir,Oak Knoll
US,"Co-fermented with a small amount of Viognier, this wine opens in a flurry of sunflower before unleashing bold, firm flavors and layers of dense tannin and concentrated blackberry and cherry. The tannin continues to expand on the finish.",,88,60.0,California,Sonoma County, Syrah,Pride Mountain
US,"More assertive and full-bodied than many versions, this wine smells like snap peas and spring flowers, but gets richer on the palate as peach flavors come out and mingle nicely in the unusually rich texture.",,88,18.0,California,Lake County,SAUVIGNON  BLANC,Rock Wall
US,"Herb, strawberry, cigar box and orange twist aromas provide interest. The palate is broad in feel, with lightly styled fruit flavors that deliver.",Unconditional,88,15.0,Oregon,Oregon,PINOT NOIR,Battle Creek
US,"The Stewart cuvée is lightly smoky, with plenty of up-front flavor. It marries cherry fruit to citrusy acidity, with a chunky, robust core and a crisp, clean finish.",Stewart,88,36.0,Oregon,Willamette Valley,PINOT NOIR,Boedecker Cellars
US,"Grapefruit aromas, bright kiwi and apple flavors and appetizing acidity make a lively, refreshing wine. This will be thirst-quenching on hot summer days and good with seafood, goat cheese and many other dishes any time of the year.",,88,10.0,California,California,Sauvignon blanc ,Bogle
US,"Strong blueberry and black-cherry aromas mesh with cedar spice and tobacco ash on this rather elegant nose. A balsamic blueberry reduction flavor shows on the palate, where fine-grained tannins also present smashed vanilla flavors.",Alliage,88,33.0,California,Santa Cruz Mountains,CABERNET  SAUVIGNON,Byington
US,"Made in an approachable style, light-bodied and yet showing an attractive level of richness, there's melon, oak and honey at this wine's core, accented by pretty floral notes of apple blossom and pie.",,88,15.0,California,Sonoma County,CHARDONNAY,Cannonball
US,"Bright black cherry animates the aromas and flavors of this medium-bodied wine. It is firm in texture, not too complicated or overripe, but just nice and easy to drink.",Estate Grown,88,24.0,California,Lodi, syrah,Fields Family
US,"Light red cherry, dried sage, black tea and thyme show on the nose of this bottling from the iconic facility in the heart of its namesake valley. There is a lot of action on the palate, where tart cherry and plum skin flavors meet with dried mint and earthy shrub elements.",Reserve,88,45.0,California,Santa Lucia Highlands, pinot noir,Edna Valley Vineyard
US,"Pretty scents and flavors of bright cherry fruit come up quickly, with enough concentration to batten down a medium-long finish. A light hint of sweat or animal comes up also.",Cancilla Vineyard,88,45.0,Oregon,Willamette Valley,Pinot noir,Day
France,"From vines planted to the west of Chablis, this is a soft, ripe and fruity wine. It has some tension from the minerality while keeping the white fruit flavors to the fore. Drink now or, better, from late 2016.",,88,19.0,Burgundy,Bourgogne Côtes d’Auxerre,CHARDONNAY,Domaine Céline et Frédéric Gueguen
France,"Made from old vines, this ripe and concentrated wine is smooth and creamy. Good acidity balances the rich fruits, giving flavors of apples, pears and apricots cut by a line of citrus. The wine is ready to drink, although it will be better from 2017.",Les Grands Vignes,88,30.0,Burgundy,Chablis,chardonnay,Domaine Chenevières
France,"Still so young, this herbal, fruity wine is as crisp as possible. It is packed with lemon, grapefruit and tight acidity, needing to age. Drink this tense, steely wine from late 2016.",Domaine des Côtes Blanches,88,27.0,Loire Valley,Sancerre, Sauvignon blanc,François Millet
US,"Sanguine and velvety, this richly derived wine made from one clone of Pinot Noir is tannic in black cherry, cinnamon and tar, with a lean, mid-length finish.",Clone 828,88,58.0,California,Sonoma Coast,Pinot  noir,Halleck
US,"Aromas of ripe grapes and vanilla make for a lush, inviting nose on this fruit-forward bottling of 49.5% Sangiovese, 49.5% Cabernet Sauvignon and 1% Malbec. The juicy palate shows blackberries and black cherries as well as licorice and dark chocolate, with strong tannins giving textural balance.",Super Tuscan,88,50.0,California,Santa Ynez Valley,RED BLEND ,Jamie Slone Wines
France,"This is a warm and rich wine from the southern Mâcon region. It is ripe with yellow fruits, crisp apples and a touch of minerality that gives the tangy texture. Packed with fruit as well as structured, this wine can be drunk now, although better from 2017.",,88,34.0,Burgundy,Pouilly-Vinzelles, chardonnay,Jean-Luc and Paul Aegerter
France,"From one of the villages that lies behind the primary Chardonnay vineyards of the Côte de Beaune, this is already smooth, fruity and perfumed. It has attractive acidity and a rich, baked apple character that is pointed up by the layer of toastiness. Drink now, although the wine will be better from 2017.",Sous le Château,88,46.0,Burgundy,Saint-Romain,chardonnay,Jean-Luc and Paul Aegerter
France,"Fresh, ripe and fruity, this is a rich wine, produced from vines to the west of Reims. It has perfumed wild strawberry flavors and acidity. Attractively crisp at the end, it's a ready-to-drink wine that will be just right as an apéritif.",Premier Cru Brut Rosé,88,49.0,Champagne,Champagne,pinot noir,Lelarge-Pugeot
US,"From the producer's estate vineyard, the grapes planted on budwood from Napa Valley's famous Three Palms, this wine is bittersweet in tannin and flavor, a mix of blueberry, cedar, resin and clove. Full bodied in style, it maintains an elegance on the finish, marked irresistibly in dark chocolate.",DaKine Vineyard,88,30.0,California,Russian River Valley, merlot,Longboard
US,"Richly ripe in black cherry and chocolate, this is a blend of Merlot, Petite Sirah, Cabernet Sauvignon, Syrah, Zinfandel and Petit Verdot. Generous tannins give way to a soft, smooth mouthfeel and a burst of blackberry and leather, finishing in spicy cinnamon and black pepper.",Cellar 1879 Blend,88,25.0,California,Napa Valley,RED BLEND,Markham
US,"This wine shows perfumed lychee on the nose, before weightier tones of melon, lemon and oak enter the picture, providing a richness of body and power. The oak and a sprinkling of nutmeg remain firm and focused on the finish.",Dutton Ranch George Vineyard,88,25.0,California,Russian River Valley,sauvignon  blanc,Martin Ray
US,"Brambly berry flavors carry a streak of cola throughout this wine, 80% of which was whole-cluster fermented. The pleasant fruit is somewhat offset with chalky acids and drying tannins.",Coats and Whitney Vineyard,88,48.0,Oregon,Willamette Valley,pinot noir ,Omero
US,"Crisp and fresh aromas of lime sorbet and iced apple flesh greet the nose on this Riboli family bottling. The palate is steely and bright, with Anjou pear flesh, a bit of smoke and some red-apple ripeness.",Estate Reserve,88,18.0,California,Monterey,Chardonnay ,San Simeon
US,"This is your everyday Cab, dry and tannic, but with rich, ripe black currant and cassis flavors that lead to the long finish. Drink now, but you'll want to decant it for a few hours.",,88,23.0,California,Napa Valley, CABERNET SAUVIGNON,Magness
US,"Pale in color, it's bone dry and crisp in acidity. It shows subtle flavors of rosehip tea, orange peel and persimmons, with a scour of grape skin tannins. Perfect pairings include sausages and pâté.",Vin Gris of,88,18.0,California,Central Coast,pinot noir,Calera
France,"This is a big and ripe wine, with flavors of chocolate and blackberry. Dense tannins dominate, although the rich berry fruits and acidity promise a more fruity future. It's worth waiting; drink from 2018.",,88,35.0,Bordeaux,Saint-Émilion,BORDEAUX-STYLE  RED  BLEND,Château Franc Pipeau
France,"A ripe, smooth and fruity wine that is already delicious in its ripe berry and plum flavors. Touches of new wood show how it is still developing, a burst of vanilla followed by fruity acidity. It will be a full, ripe wine, but give it until 2016.",,88,25.0,Bordeaux,Haut-Médoc, bordeaux-style red blend,Château Peyredon Lagravette
France,"Smooth and rich, this is already a delicious wine. It has soft tannins, a touch of wood aging and swathes of ripe black plum fruits. Gently structured, with some smokiness, it's going to age relatively quickly, so drink from 2016.",,88,33.0,Bordeaux,Médoc,BORDEAUX-STYLE RED BLEND ,Château Rollan de By
US,"Young, sappy and still quite tart, this wine needs a bit more time in the bottle to really pull itself together. Cranberry and raspberry fruit is at the core, clean and lip-smacking, with strong streaks of smoke and char from aging in 50% new French oak.",,88,30.0,Oregon,Willamette Valley, pinot noir,Abbey Creek
Italy,"Predominantly Sangiovese, this opens with aromas of wet soil, black fruit, toast and baking spices. The palate delivers fleshy black cherry and prune accented with black pepper, tobacco and a hint of mocha alongside solid tannins. It's reached its ideal drinking window so enjoy now.",Le Buche,88,24.0,Tuscany,Toscana,RED  BLEND,Olivi
France,"Only lightly wood aged, this is a fruity wine with a touch of spice, some peaches and fragrant acidity. It is delicious wine and ready to drink.",Vieilles Vignes,88,23.0,Burgundy,Bourgogne,Chardonnay,Roche de Bellene
US,"This brand is from the resourceful Don Sebastiani & Sons of Sonoma County. It's a great example of the company's ability to find superb fruit and raise it into fine wine, and then sell it at a fair price. The wine is rich and pleasurable in blackberries and cherries, with a fine overlay of smoky oak.",,88,19.0,California,Sonoma County,CABERNET SAUVIGNON ,Sivas-Sonoma
US,"Made in a more full-bodied style than many other Russian River Pinots, this one's a little heavy and soft. But it is delicious, offering tiers of raspberries, cherries, cola, licorice, brown sugar and toasty oak. Drink now.",Bluffs,88,23.0,California,Russian River Valley,pinot noir ,Pali
US,"This wine starts off dry, austere and brisk in acidity. Then the tropical fruit, peach and green apples hit, followed almost immediately by richer notes of crème brûlée and vanilla honey. A nice selections at an attractive price.",Premium Limited Edition,88,20.0,California,Russian River Valley,chardonnay ,Publix
France,"This is a well made, fruit and tannin wine. With delicious black currant fruits, juicy acidity and a supporting role of dry tannins, it has minerality, touches of wood aging and a more serious aftertaste, ready for aging. Drink from 2017.",,88,20.0,Bordeaux,Graves,bordeaux-style red blend,Château le Bonnat
Argentina,"Rubbery, drawn aromas include smoky black fruits and red licorice. A firm, full mouthfeel rings in racy, tangy flavors of plum and berry that turn woody, spicy and dry on the finish.",Finca Rosa,86,11.0,Mendoza Province,Tupungato,CABERNET SAUVIGNON ,Domaine Jean Bousquet
US,"Solidly structured, this wine is medium- to full-bodied, moderately tannic and heading toward maturity in flavors. The medium garnet color goes to tawny at the rim. Aromas of cola, cherries and a touch of smoke are followed by rather lean fruit and clove flavors. Unfined, unfiltered and fermented with wild yeast.",Charles Vineyard,86,46.0,California,Anderson Valley,Pinot noir ,Foursight
France,A firmly tannic wine packed with both toast and blackberry fruits. It needs to soften to bring out the ripe fruitiness and jammy texture. Drink from 2015.,,86,13.0,Bordeaux,Côtes de Bourg, bordeaux-style red blend,Grand Bourgeau
US,"Herbaceous in flavor and firm in texture, it brings a freshness and tang with plenty of acidity to perk up fish, shellfish or chicken like a squeeze of fresh lemon.",,86,15.0,California,Mendocino County,Sauvignon blanc,Graziano
US,"A light straw color, bright fruit aromas and a dot of sweetness paint the picture of an easy-drinking refresher. The bracing grapefruit and green apple aromas and flavors are attractive and pleasurable. It's medium-bodied, crisp in balance and slightly soft on the finish.",Horseshoe Vineyard,86,18.0,California,Yolo County,Sauvignon blanc ,Berryessa Gap
France,"This is a simple, bright fruity wine, with crisp apple and lemon fruits. It's fresh and ready to drink, with no need to age. A touch of minerality gives the necessary texture.",,86,20.0,Loire Valley,Menetou-Salon,sauvignon blanc ,Chavet Fils
US,"The Rutherford grapes that go into this wine travel down to Santa Barbara post-harvest, a journey that doesn't diminish the wine's sense of place. It represents its dusty provenance well amid a taste of sanguine tannins, soy sauce and ripe plum.",,86,77.0,California,Rutherford,cabernet sauvignon ,Conway
US,"This is a hard, rather chewy young wine, tannic and tight, with some earthy flavors. The fruit is thin and plummy, with a vein of chocolate adding some extra interest.",Reserve,86,30.0,Oregon,Willamette Valley, pinot noir,Corvallis Cellars
Argentina,"Herbal black-fruit aromas come with a lot of oak. This is full, chunky and meaty in feel, with green hints and blackberry flavors appearing before a blast of hickory smoke takes over. A high-toast, slightly bitter finish confirms the strong oaky character.",,86,15.0,Mendoza Province,Mendoza,Cabernet sauvignon ,Alamos
Australia,"The lightest of the 2012 single-vineyard Pinot Noirs from Giant Steps, this is an almost delicate wine with silky tannins. Notes of smoke, earth and mushroom mark the nose, while hints of pine boughs impart a slightly medicinal edge to the cherry fruit. Drink now.",Gladysdale Vineyard,86,42.0,Victoria,Yarra Valley,pinot noir ,Giant Steps
US,"A scent of toasted oak fully wraps the nose, with touches of mint, fruitcake and blackberry underneath. Fine-grained, astringent tannins coat the tongue, and tangy acids gain steam toward the finish.",,86,30.0,Colorado,Grand Valley, CABERNET SAUVIGNON,Canyon Wind
US,"The most widely available bottling from Evening Land, this has a strong streak of earth and bark, with somewhat flat-tasting fruit flavors of black cherry cola. It finishes earthy and tannic, with a rough edge that may smooth out with additional bottle age.",,86,28.0,Oregon,Willamette Valley,pinot noir,Evening Land
US,"Dust, pipe ash and pencil shavings give an Old World vibe to the nose. The palate offers very austere blackberry and soil flavors. Serve with pot roast or cigars.",Estate,86,34.0,California,Carmel Valley, Cabernet sauvignon,Joullian
Argentina,"Earthy, spicy, concentrated red-berry aromas give way to a full palate with spicy, oaky lead flavors and secondary red-fruit notes. Dry spice and a dusting of chocolate rise up on a simple finish.",Cuma Organic,86,14.0,Other,Cafayate, CABERNET SAUVIGNON,Michel Torino
France,"Made from old vines, this complex and structured wine brings out the richness and ripe tannins of 2010. It's firm although the fruit concentration is what shows most strongly. It's an impressive, juicy, red-fruited wine that will age. Drink from 2017.",Grand Vin,90,29.0,Bordeaux,Blaye Côtes de Bordeaux, BORDEAUX-STYLE RED BLEND,Château la Baronnerie
US,"A pleasant aromatic mix of sweet buttercream with salted caramel join with pineapple and guava on this wine from the hills above Silicon Valley. It is nicely rounded on the palate, with pear, apple and more guava leading to a yeasty, acidic finish.",Murphy's Choice,90,35.0,California,Santa Cruz Mountains,Chardonnay,Clos La Chance
US,"This Bordeaux-style blend of 25% Merlot, 25% Malbec, 25% Cabernet Franc, 13% Cabernet Sauvignon and 12% Petit Verdot greets the nose with purple fruits, cigar box and menthol. The soft palate is saturated with blackberry pie and peppery spice, presented with nicely chalky tannins.",Mare Nectaris Reserve,90,52.0,California,Paso Robles,BORDEAUX-STYLE RED BLEND,Midnight
France,"This 55% Cabernet Sauvignon, 45% Merlot wine is ripe and spicy. Solid fruit gives a juicy character along with a strong sense of structure. That allows room for plenty of acidity as well as fruit, but also demands aging to allow the mineral texture to soften. Along with owner Monique Bonnet's Château Suau, this vineyard was certified French organic with the 2012 vintage. Drink from 2018.",,90,25.0,Bordeaux,Cadillac Côtes de Bordeaux,bordeaux-style  red  blend,Château Maubert
Canada,"A detailed wine, with notes of wet slate, apricot and pear alongside high toned spices. It drinks off dry, with ripe stone-fruit flavors balanced by crisp acidity, leading to a lingering finish.",Cave Spring Vineyard Estate Bottled VQA,90,25.0,Ontario,Beamsville Bench, Riesling,Cave Spring
US,"With fruit predominantly from the Mill Station Vineyard in cool Green Valley, warm baking spices and coconut macaroon embody this wine aromatically. A full body of ripe apple and vibrant minerality peaks on the finish.",Barrel Select,90,75.0,California,Russian River Valley,Chardonnay,B Cellars
US,"This well-built wine shows just the barest hint of barrel from fermentation and aging in neutral oak which seems to have rounded out the fruit and put some polish on the mouthfeel. Flavors are a tasty mix of lemon curd, honeysuckle, apple and peach, lightly spiced.",,90,19.0,Washington,Washington,chardonnay,Boomtown
US,"Distinct jalapeño aromas come alongside plum, boysenberry and star anise on this Cab from the team at historic Mount Eden. The green pepper fades to the background on the palate, where ripe plum and woody flavors meet with present but not overpowering tannins.",,90,35.0,California,Santa Cruz Mountains,cabernet sauvignon,Domaine Eden
US,"Blueberry, sage and vanilla swirl into an admirable nose on this wine from a property far up the Santa Ynez River valley. There is distinct tar on the palate, like other wines from the property, with smashed black cherry fruit and tobacco herbaceousness present as well.",Paradise Road Vineyard,90,40.0,California,Santa Ynez Valley,SYRAH,Summerland
US,"A project of Marc Mondavi, this wine is a blend of mostly Cabernet Sauvignon, rounded out by tiny percentages of Petit Verdot, Cabernet Franc, Malbec and Merlot. Juicy in dark cherry and blackberry fruit, it is well composed, with a smoky undercurrent.",,90,18.0,California,Alexander Valley, CABERNET SAUVIGNON,The Divining Rod
US,"Here is a hearty, full-bodied and dry red blend with a vivid black cherry character and spicy accents like black pepper and fennel. Firm and quite tannic, it will pair nicely with rich meat or cheese dishes that need a little bite in the wine to balance them.",C'Est Si Bon,89,28.0,California,California,Red  blend,Elyse
France,"Chosen from a selection of parcels, this dense and complex wine has layers of firm tannins that a give a dry, tough core. Underneath, the juicy, currant and berry fruits need to spring to life. Give this concentrated wine until 2017.",Les Armoiries de Belcier,89,22.0,Bordeaux,Castillon Côtes de Bordeaux,Bordeaux-style red blend ,Château de Belcier
Italy,"A blend of Sangiovese, Merlot and Cabernet Sauvignon, this opens with aromas of charred earth, game and a funky whiff of barnyard. The evolved palate offers dried black cherries, prune, coffee, clove, oak and licorice alongside fleeting but astringent tannins.",Il Blu,87,85.0,Tuscany,Toscana, Red blend,Brancaia
Italy,"A blend of Syrah and Alicante, this opens with aromas of underbrush, toasted wood, espresso and a whiff of exotic spice. On the palate, the fruit is almost completely dried up, leaving prune and oak-driven sensations of coffee and licorice alongside drying tannins.",Essenzia di Caiarossa,87,180.0,Tuscany,Toscana, Red blend,Caiarossa
US,"The deep, dark-red color and jammy fruit aromas signal a bold, friendly style that develops in the ripe blackberry, maple and strawberry flavors. It has a rich, soft texture and lingering finish that is almost sweet.",,87,13.0,California,California,pinot  noir,Love Noir
US,"This has a very deep-red color with a reddish-purple rim, followed by very ripe, jammy aromas like boysenberry jam with spicy, smoky oak accents. Flavors are ripe, effusive and nearly sweet, as the wine goes for broke in terms of well-ripened grape flavors and generous helpings of sweet-spicy oak.",,87,22.0,California,Monterey-Santa Barbara-Sonoma,Pinot  noir,Meiomi
US,"Black cherry fruits sink even deeper into blackberry jam on this nose, which is leveled by vanilla and black licorice. It's chunky and sticky once sipped, with blueberry juice and chocolate-chip elements that are cut with anise-like herbs. Espresso shows on the finish, which is slightly sour and bitter.",Red Handed,87,45.0,California,Paso Robles,MERLOT,HammerSky
US,"This is a Tempranillo-based blend, with smaller amounts of Syrah and Malbec. Aged in 24% new oak, it's aromatic with hints of blood, meat, anise and steel. Cranberry and sour cherry fruit flavors are backed by chalky acids, and as it breathes a whiff of toast carries through the finish.",Dark Night,87,33.0,Oregon,Rogue Valley,red  blend,Ledger David
Italy,"Cedar, cassis, red currant and grilled herb aromas lead the nose in this blend of 85% Cabernet Franc, 10% Cabernet Sauvignon and 5% Merlot. The palate offers pomegranate, raw red berries, anise, sage and roasted coffee bean alongside raspy tannins that leave an astringent finish.",Argirio,87,26.0,Tuscany,Toscana,red blend,PoderNuovo a Palazzone
Italy,"A 50-50 blend of Ciliegiolo and Sangiovese, this opens with aromas of blackberry extract, espresso, tilled soil and a balsamic note. The palate offers dried black cherries accented with mint, menthol and licorice alongside drying, woody tannins. Drink before 2018 to capture what remains of the fruit.",Le Cataste,87,37.0,Tuscany,Toscana,Red blend,Quercia al Poggio
US,"This is an effusively fruity wine blended from three coastal counties, deep in color and jammy in aroma. Ripe and generous in flavor, it features black cherry and boysenberry, moderate tannins and a medium to full body.",Three County,87,25.0,California,Central Coast,Pinot  noir,Reata
Italy,"Cedar, black currants, prune and tobacco aromas unfold in the glass. The warm, forward palate delivers dried black cherry, licorice, black pepper and tobacco alongside astringent tannins. While the tannins need to unwind, it's shy on fresh acidity and the fruit is starting to dry up—a result of the hot vintage—so drink sooner rather than later.",,87,35.0,Tuscany,Toscana,cabernet  sauvignon,San Fabiano Calcinaia
US,"A strong earthiness greets the nose on this appellation blend. Turned loam and black dirt show first, followed by cocoa, cran-raspberry and vanilla bean. The earth shows on the palate too, with juniper, pepper, rhubarb and rose petals balanced by a orange-rind bitterness.",,87,20.0,California,Central Coast, pinot noir,Sarah's Vineyard
US,"This single-vineyard designate is labeled simply Oregon, but is actually Dundee Hills. Somewhat dilute fruit flavors suggest pomegranate and tart strawberries. Despite 18 months in half new French oak, the wood does not overwhelm the fruit, and the wine actually improves overnight. Give it a good decanting for optimum drinking.",Guadalupe Vineyard,87,32.0,Oregon,Oregon,pinot  noir,Siltstone
US,"There are dank aromas of tree roots and earth on the nose of this wine, which also leans toward sour fruits. Flavors are clean and easy with spicy berry juice and plum skin tannins, showing good grip.",,84,32.0,California,Arroyo Seco,pinot  noir,Ventana
US,"Aromas recall overripe pear, tin, pineapple, grass and mineral. The lightly tropical flavors seem dilute backed by green apple-like acidity.",Copper Lily,84,13.0,Washington,Columbia Valley (WA),Sauvignon  blanc,Zero One Vintners
France,"Firm and structured, this is a lean and austere wine. It has solid tannins while the juicy acidity and red berry fruits are crisp with hints of green, underripe Cabernet.",,84,20.0,Bordeaux,Médoc,bordeaux-style red blend,Château Le Bourdieu
US,"This has a traditional garnet color with a light rim. It smells a bit earthy and herbal and tastes rather lean, like rhubarb and sour-cherry candy. It's light to medium bodied, a bit quirky but enjoyable.",,84,11.0,California,California,pinot  noir,Cycles Gladiator
US,"Demure on the nose with hints of dust, smoke and dried herbs, this is a dry, decidedly savory style of Sauvignon Blanc. It's crisp and spry on the palate with pleasant lemon-lime flavors, but finishes briskly.",Estate Reserve,84,16.0,New York,Finger Lakes,Sauvignon blanc ,Stony Lonesome
France,"This is a light, obviously wood-aged wine. Black currant fruitiness is right up front along with a spicy, toasty character. That wood will integrate shortly with the acidity to give a fruity, friendly wine.",Château Reynaud Lacoste,84,12.0,Bordeaux,Bordeaux,BORDEAUX-STYLE RED BLEND,Producta Vignobles
US,"With a shotgun on the label, this wine telegraphs adventure, and it is hugely burly in tannin and oak. Grapes consist of 40% Cabernet Sauvignon, 35% Cabernet Franc and 25% Merlot, a mix that forms blackberry and raspberry notes alongside a green streak of sage.",By Biltmore Estate,84,40.0,California,Sonoma County,red  blend,The Hunt
France,"Earthy aromas need time to blow away once this is opened. After that, the wine gives lean fruit, a tight and mineral stalkiness and high acidity. Bitter extraction cuts through the wine.",,83,25.0,Bordeaux,Médoc, Bordeaux-style red blend,Château Bournac
US,This lightly aromatic wine offers notes of herbs and kiwi. The flavors and acid seem dilute.,Wise Guy,83,10.0,Washington,Columbia Valley (WA),Sauvignon blanc ,Corvidae
Spain,"Wiry, narrow aromas of red fruits and bell pepper lead to a grabby, tight palate. Flavors of spicy plum and green herbs are slightly bitter, while the finish feels raw and tannic.",Castillo Ducay,83,9.0,Northern Spain,Cariñena,RED BLEND ,Bodegas San Valero
US,"This lightly volatile wine shows notes of cherry cola, dried fruit and woodspice. It doesn't drink entirely dry with the alcohol riding high on the medicine-cabinet flavors.",,83,65.0,Washington,Wahluke Slope,cabernet sauvignon,Stina's
France,The wine is stalky with a green element that suggests underripe fruit. Black currant competes with burnt flavors that will soften as the wine ages. Drink from 2017.,,83,19.0,Bordeaux,Médoc,Bordeaux-style red blend ,Château Fleur la Mothe
France,"This has plenty of tannins, but seems thin on the fruit. It gives an unbalanced wine that should have filled out by now. The texture is extracted with a hard edge.",,83,25.0,Bordeaux,Saint-Émilion,Bordeaux-style  red  blend,Château Vieux Peyrouquet
Argentina,"Aromas of pencil shavings, Band-Aid, prune and black plum are good but shy. This Cabernet feels jammy but also a touch rough and tannic. Blackberry, toast, charred wood, salt and savory plum flavors finish solid but not complex or unique.",Callejon de Crimen Gran Reserva,90,30.0,Mendoza Province,Uco Valley,cabernet  sauvignon,Finca La Luz
US,"An appellation wine that's affordable and instantly likable, this has strong forest and mushroom elements, seeming at once rustic and sophisticated. Cranberry and orange tones add brightness to the savory character, framed by fine tannins.",,90,35.0,California,Sonoma Coast,PINOT NOIR,Siduri
US,"Subtle aromas vie for a place amidst bold swathes of toasted oak and leather in this concentrated, full-bodied wine. Plum and forest floor fill out the midpalate, striking a balance between ripe fruit and savory seasonings.",Patzimaro Vineyard,90,95.0,California,Napa Valley,cabernet sauvignon ,Duckhorn
US,"Cherry cordial rises to the fore of this rich, thick and full-bodied red blended with 25% Syrah. Velvety in texture, it offers a wealth of meat, dust and chocolate flavors.",,90,40.0,California,Napa Valley,CABERNET  SAUVIGNON,Ideology
US,"Full bodied and well balanced, this wine has a broad, mouthfilling texture and enough concentration to carry its rich fruit notes into the finish. Cedar and black currant aromas meet black cherry and blackberry flavors, while a layer of fine-grained tannins frames the whole picture.",,90,25.0,California,Mendocino County,Cabernet sauvignon ,Moniker
US,"Rich and robust with berry and currant fruit, this wine is rounded and full-bodied, with tannic weight and spicy layers of toasted oak.",,90,38.0,California,Napa Valley, Cabernet sauvignon,Sequoia Grove
US,"Pastry shop aromas and abundant vanilla and nutmeg flavors make this wine easy to like. It's nicely dry and medium-bodied despite those initial sweet impressions, with a moderate dose of apple and lemon fruit for support.",Del Arroyo Vineyard,90,35.0,California,Livermore Valley, Chardonnay,Occasio
US,"While there was some bottle variation between two samples, this elegant Sauvignon Blanc highlights the variety's more mineral, smoky expressions. Despite six years of cellar aging, there's still plenty of crisp cutting lemon and green-apple flavors augmented by spine-tingling acidity and a long chalky finish.",,90,20.0,New York,Finger Lakes,SAUVIGNON BLANC ,Shaw
US,"Rich and concentrated, this big, brawny bruiser tastes as advertised: layered with baked strawberry and cherry pie flavor and ripeness. Earthy soy, anise and cinnamon keep those elements in check, as does the wine's velvety texture.",Stanly Ranch,90,50.0,California,Los Carneros,pinot noir,Cherry Pie
US,"Rich texture combines with subtle flavors in this full-bodied, complex wine. It opens with mineral and white pepper aromas, broadens into Anjou pear, vanilla and toasted almonds flavors, and finishes with creamy concentration.",,90,20.0,California,North Coast,chardonnay,Chime
US,"Strong blueberry and black-cherry aromas mesh with cedar spice and tobacco ash on this rather elegant nose. A balsamic blueberry reduction flavor shows on the palate, where fine-grained tannins also present smashed vanilla flavors.",Alliage,88,33.0,California,Santa Cruz Mountains,Cabernet sauvignon,Byington
US,"Made in an approachable style, light-bodied and yet showing an attractive level of richness, there's melon, oak and honey at this wine's core, accented by pretty floral notes of apple blossom and pie.",,88,15.0,California,Sonoma County,chardonnay ,Cannonball
US,"Light red cherry, dried sage, black tea and thyme show on the nose of this bottling from the iconic facility in the heart of its namesake valley. There is a lot of action on the palate, where tart cherry and plum skin flavors meet with dried mint and earthy shrub elements.",Reserve,88,45.0,California,Santa Lucia Highlands, PINOT NOIR,Edna Valley Vineyard
US,"A tad lighter in color, this smartly priced screwtop shows juicy red cherries and bramble fruit with wet gravel and red rose petals on the nose. The rich red cherries on the palate are cut by tart cranberries, pencil lead, peppercorns and rosemary.",Estate,88,22.0,California,Monterey,PINOT  NOIR,Paraiso Vineyards
